,번호,이름,수능점수,내신점수,1학년점수,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,가중Score
1126,1127,눵팴뤐,69,86,54,전자공학부,산업정보시스템공학과,도시공학과,건축공학과,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(환경공학),기계설계공학부(나노바이오기계시스템공학),기계설계공학부(기계설계공학),화학공학부,소프트웨어공학과,64.5
1127,1128,큱뻼쁣,67,28,67,소프트웨어공학과,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),기계공학과,융합기술공학부(IT융합기전공학),산업정보시스템공학과,바이오메디컬공학부,유기소재섬유공학과,기계설계공학부(기계설계공학),전기공학과,67.0
1128,1129,츗믧볅,57,85,100,화학공학부,산업정보시스템공학과,양자시스템공학과,신소재공학부(정보소재공학),건축공학과,기계시스템공학부,컴퓨터인공지능학부,유기소재섬유공학과,신소재공학부(전자재료공학),융합기술공학부(IT융합기전공학),69.9
1129,1130,졛났쪳,62,63,65,컴퓨터인공지능학부,신소재공학부(전자재료공학),기계시스템공학부,토목/환경/자원.에너지공학부(토목공학),전자공학부,화학공학부,양자시스템공학과,기계공학과,기계설계공학부(나노바이오기계시스템공학),신소재공학부(금속시스템공학),62.9
1130,1131,왘앒귲,74,58,82,기계설계공학부(나노바이오기계시스템공학),기계공학과,도시공학과,토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,융합기술공학부(IT응용시스템공학),컴퓨터인공지능학부,기계설계공학부(기계설계공학),유기소재섬유공학과,바이오메디컬공학부,76.39999999999999
1131,1132,퓫덵줎,80,79,49,화학공학부,건축공학과,소프트웨어공학과,기계시스템공학부,항공우주공학과,전기공학과,융합기술공학부(IT응용시스템공학),융합기술공학부(IT융합기전공학),도시공학과,양자시스템공학과,70.7
1132,1133,툒볩읛,70,70,48,전자공학부,기계설계공학부(나노바이오기계시스템공학),전기공학과,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(기계설계공학),융합기술공학부(IT융합기전공학),건축공학과,융합기술공학부(IT응용시스템공학),바이오메디컬공학부,기계공학과,63.4
1133,1134,먨딛꽓,85,54,83,기계시스템공학부,양자시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),화학공학부,건축공학과,전자공학부,고분자.나노공학과,컴퓨터인공지능학부,산업정보시스템공학과,융합기술공학부(IT융합기전공학),84.39999999999999
1134,1135,늷쏢볽,84,83,100,화학공학부,토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,신소재공학부(정보소재공학),컴퓨터인공지능학부,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),유기소재섬유공학과,전기공학과,항공우주공학과,88.8
1135,1136,짒찟뵷,67,74,72,유기소재섬유공학과,기계설계공학부(기계설계공학),기계시스템공학부,전기공학과,기계공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),신소재공학부(전자재료공학),전자공학부,도시공학과,68.5
1136,1137,캍왊옵,66,92,55,토목/환경/자원.에너지공학부(환경공학),전기공학과,신소재공학부(정보소재공학),기계공학과,기계설계공학부(기계설계공학),융합기술공학부(IT응용시스템공학),신소재공학부(금속시스템공학),바이오메디컬공학부,기계시스템공학부,도시공학과,62.699999999999996
1137,1138,붬귓첎,66,76,36,융합기술공학부(IT응용시스템공학),기계공학과,컴퓨터인공지능학부,고분자.나노공학과,전기공학과,양자시스템공학과,기계시스템공학부,소프트웨어공학과,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),56.99999999999999
1138,1139,웩혭읻,44,83,65,전기공학과,융합기술공학부(IT융합기전공학),신소재공학부(정보소재공학),소프트웨어공학과,기계공학과,토목/환경/자원.에너지공학부(토목공학),도시공학과,신소재공학부(금속시스템공학),기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),50.3
1139,1140,쑫붹휅,69,78,83,산업정보시스템공학과,유기소재섬유공학과,토목/환경/자원.에너지공학부(토목공학),전기공학과,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),고분자.나노공학과,항공우주공학과,신소재공학부(전자재료공학),도시공학과,73.19999999999999
1140,1141,뇧냼푐,75,51,32,전기공학과,기계설계공학부(기계설계공학),기계공학과,도시공학과,전자공학부,바이오메디컬공학부,소프트웨어공학과,신소재공학부(정보소재공학),항공우주공학과,기계설계공학부(나노바이오기계시스템공학),62.1
1141,1142,떃혬쳮,50,52,45,화학공학부,융합기술공학부(IT응용시스템공학),양자시스템공학과,산업정보시스템공학과,건축공학과,항공우주공학과,유기소재섬유공학과,컴퓨터인공지능학부,전자공학부,소프트웨어공학과,48.5
1142,1143,풽뮒돘,66,92,82,전자공학부,도시공학과,화학공학부,신소재공학부(정보소재공학),고분자.나노공학과,바이오메디컬공학부,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(환경공학),70.8
1143,1144,뉤밽튝,75,84,73,기계시스템공학부,전기공학과,신소재공학부(금속시스템공학),양자시스템공학과,신소재공학부(전자재료공학),유기소재섬유공학과,신소재공학부(정보소재공학),바이오메디컬공학부,고분자.나노공학과,건축공학과,74.4
1144,1145,뜽뷘둜,88,63,93,기계공학과,항공우주공학과,토목/환경/자원.에너지공학부(환경공학),건축공학과,기계시스템공학부,양자시스템공학과,신소재공학부(전자재료공학),도시공학과,컴퓨터인공지능학부,전자공학부,89.5
1145,1146,죣닮뢹,68,72,100,화학공학부,기계공학과,소프트웨어공학과,바이오메디컬공학부,도시공학과,신소재공학부(금속시스템공학),고분자.나노공학과,전자공학부,토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,77.6
1146,1147,닉함잤,76,60,89,화학공학부,토목/환경/자원.에너지공학부(자원.에너지공학),기계공학과,건축공학과,바이오메디컬공학부,고분자.나노공학과,융합기술공학부(IT응용시스템공학),유기소재섬유공학과,토목/환경/자원.에너지공학부(환경공학),산업정보시스템공학과,79.89999999999999
1147,1148,읟꿋납,85,79,41,신소재공학부(금속시스템공학),전자공학부,고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT응용시스템공학),기계설계공학부(기계설계공학),소프트웨어공학과,도시공학과,토목/환경/자원.에너지공학부(환경공학),토목/환경/자원.에너지공학부(자원.에너지공학),71.8
1148,1149,쥱샳쭌,79,61,80,신소재공학부(전자재료공학),기계설계공학부(나노바이오기계시스템공학),건축공학과,기계설계공학부(기계설계공학),도시공학과,바이오메디컬공학부,유기소재섬유공학과,토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,산업정보시스템공학과,79.3
1149,1150,쎹탐겹,83,87,100,전자공학부,기계시스템공학부,도시공학과,소프트웨어공학과,산업정보시스템공학과,바이오메디컬공학부,기계설계공학부(나노바이오기계시스템공학),화학공학부,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(환경공학),88.1
1150,1151,럣늌쌿,66,55,74,전자공학부,유기소재섬유공학과,기계시스템공학부,신소재공학부(전자재료공학),융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),화학공학부,융합기술공학부(IT융합기전공학),양자시스템공학과,도시공학과,68.39999999999999
1151,1152,뚧꼀꽱,64,75,85,기계공학과,유기소재섬유공학과,컴퓨터인공지능학부,고분자.나노공학과,산업정보시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),건축공학과,신소재공학부(정보소재공학),바이오메디컬공학부,융합기술공학부(IT융합기전공학),70.3
1152,1153,짗끒촘,81,85,100,전자공학부,항공우주공학과,화학공학부,신소재공학부(정보소재공학),도시공학과,산업정보시스템공학과,기계시스템공학부,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(기계설계공학),융합기술공학부(IT융합기전공학),86.69999999999999
1153,1154,빛쟤룕,76,53,100,기계시스템공학부,소프트웨어공학과,전자공학부,유기소재섬유공학과,융합기술공학부(IT융합기전공학),항공우주공학과,신소재공학부(금속시스템공학),전기공학과,토목/환경/자원.에너지공학부(자원.에너지공학),도시공학과,83.19999999999999
1154,1155,뿛쬗쀩,59,74,72,화학공학부,기계공학과,소프트웨어공학과,산업정보시스템공학과,융합기술공학부(IT응용시스템공학),양자시스템공학과,신소재공학부(정보소재공학),바이오메디컬공학부,건축공학과,유기소재섬유공학과,62.89999999999999
1155,1156,띐퉂퉫,64,58,65,화학공학부,융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),유기소재섬유공학과,도시공학과,토목/환경/자원.에너지공학부(자원.에너지공학),기계시스템공학부,양자시스템공학과,융합기술공학부(IT융합기전공학),바이오메디컬공학부,64.3
1156,1157,쉩쉛촔,63,49,66,전기공학과,기계시스템공학부,화학공학부,도시공학과,양자시스템공학과,기계공학과,기계설계공학부(기계설계공학),산업정보시스템공학과,건축공학과,융합기술공학부(IT응용시스템공학),63.89999999999999
1157,1158,롡솉뾳,60,62,74,화학공학부,산업정보시스템공학과,소프트웨어공학과,도시공학과,양자시스템공학과,전기공학과,기계공학과,기계설계공학부(기계설계공학),기계시스템공학부,유기소재섬유공학과,64.2
1158,1159,톤쩑뼧,72,69,77,전자공학부,융합기술공학부(IT융합기전공학),양자시스템공학과,건축공학과,화학공학부,소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),고분자.나노공학과,73.5
1159,1160,슁베뉦,54,76,95,화학공학부,토목/환경/자원.에너지공학부(환경공학),유기소재섬유공학과,토목/환경/자원.에너지공학부(토목공학),기계시스템공학부,기계설계공학부(기계설계공학),건축공학과,융합기술공학부(IT융합기전공학),전자공학부,양자시스템공학과,66.3
1160,1161,뫁쌝숊,76,100,68,기계공학과,유기소재섬유공학과,컴퓨터인공지능학부,전기공학과,양자시스템공학과,건축공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),기계설계공학부(기계설계공학),화학공학부,73.6
1161,1162,둢돣짧,67,53,95,컴퓨터인공지능학부,항공우주공학과,건축공학과,기계공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(토목공학),전자공학부,기계설계공학부(나노바이오기계시스템공학),신소재공학부(정보소재공학),전기공학과,75.4
1162,1163,슌냤홢,64,48,58,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(나노바이오기계시스템공학),신소재공학부(전자재료공학),기계설계공학부(기계설계공학),융합기술공학부(IT융합기전공학),기계시스템공학부,고분자.나노공학과,화학공학부,융합기술공학부(IT응용시스템공학),바이오메디컬공학부,62.199999999999996
1163,1164,썞묦녁,97,51,33,컴퓨터인공지능학부,양자시스템공학과,산업정보시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(토목공학),전기공학과,고분자.나노공학과,77.8
1164,1165,챌괎븸,82,55,90,기계공학과,양자시스템공학과,고분자.나노공학과,유기소재섬유공학과,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),건축공학과,항공우주공학과,기계설계공학부(기계설계공학),신소재공학부(정보소재공학),84.4
1165,1166,메꿺뵃,71,80,68,토목/환경/자원.에너지공학부(토목공학),기계공학과,컴퓨터인공지능학부,신소재공학부(정보소재공학),기계설계공학부(기계설계공학),건축공학과,소프트웨어공학과,기계시스템공학부,융합기술공학부(IT응용시스템공학),도시공학과,70.1
1166,1167,쟅떞녘,83,57,82,소프트웨어공학과,산업정보시스템공학과,항공우주공학과,전기공학과,기계설계공학부(기계설계공학),기계공학과,신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),기계시스템공학부,컴퓨터인공지능학부,82.69999999999999
1167,1168,욄턫푒,77,100,90,기계시스템공학부,항공우주공학과,전자공학부,신소재공학부(정보소재공학),산업정보시스템공학과,전기공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(환경공학),건축공학과,신소재공학부(금속시스템공학),80.9
1168,1169,꺚띘봋,77,85,33,화학공학부,토목/환경/자원.에너지공학부(토목공학),도시공학과,유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),고분자.나노공학과,융합기술공학부(IT응용시스템공학),신소재공학부(금속시스템공학),기계시스템공학부,양자시스템공학과,63.8
1169,1170,퉜핸쩁,76,59,62,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),항공우주공학과,전자공학부,토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),신소재공학부(전자재료공학),소프트웨어공학과,전기공학과,화학공학부,71.8
1170,1171,뗡층쿵,51,64,42,전기공학과,전자공학부,신소재공학부(금속시스템공학),유기소재섬유공학과,토목/환경/자원.에너지공학부(자원.에너지공학),산업정보시스템공학과,바이오메디컬공학부,토목/환경/자원.에너지공학부(환경공학),건축공학과,화학공학부,48.3
1171,1172,콛귵썙,65,60,35,컴퓨터인공지능학부,도시공학과,신소재공학부(전자재료공학),건축공학과,토목/환경/자원.에너지공학부(환경공학),토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,전기공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT응용시스템공학),56.0
1172,1173,중핋쀽,76,52,50,기계설계공학부(나노바이오기계시스템공학),기계설계공학부(기계설계공학),고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),기계공학과,산업정보시스템공학과,토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(자원.에너지공학),68.19999999999999
1173,1174,섽굤늎,63,42,47,화학공학부,융합기술공학부(IT융합기전공학),기계공학과,토목/환경/자원.에너지공학부(자원.에너지공학),소프트웨어공학과,건축공학과,산업정보시스템공학과,전자공학부,양자시스템공학과,항공우주공학과,58.199999999999996
1174,1175,콯뤮뎦,59,35,89,기계시스템공학부,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(토목공학),유기소재섬유공학과,건축공학과,토목/환경/자원.에너지공학부(자원.에너지공학),기계설계공학부(나노바이오기계시스템공학),항공우주공학과,화학공학부,양자시스템공학과,68.0
1175,1176,춸쵿뷘,68,65,75,기계시스템공학부,신소재공학부(정보소재공학),컴퓨터인공지능학부,도시공학과,항공우주공학과,전자공학부,소프트웨어공학과,산업정보시스템공학과,건축공학과,기계공학과,70.1
1176,1177,뮽빷썖,69,78,56,신소재공학부(금속시스템공학),건축공학과,산업정보시스템공학과,도시공학과,소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),융합기술공학부(IT융합기전공학),65.1
1177,1178,뗍꽱쀫,83,49,57,신소재공학부(전자재료공학),산업정보시스템공학과,토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,유기소재섬유공학과,신소재공학부(금속시스템공학),융합기술공학부(IT응용시스템공학),전자공학부,도시공학과,바이오메디컬공학부,75.19999999999999
1178,1179,삽죵뽥,70,78,69,전기공학과,융합기술공학부(IT융합기전공학),기계설계공학부(기계설계공학),융합기술공학부(IT응용시스템공학),기계공학과,컴퓨터인공지능학부,기계시스템공학부,유기소재섬유공학과,화학공학부,전자공학부,69.7
1179,1180,둏쇮챇,66,71,57,전자공학부,컴퓨터인공지능학부,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,신소재공학부(정보소재공학),기계시스템공학부,항공우주공학과,소프트웨어공학과,기계공학과,63.3
1180,1181,얮룏퀉,56,61,63,화학공학부,토목/환경/자원.에너지공학부(환경공학),기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),소프트웨어공학과,전자공학부,신소재공학부(전자재료공학),바이오메디컬공학부,토목/환경/자원.에너지공학부(자원.에너지공학),양자시스템공학과,58.099999999999994
1181,1182,낷덚룻,69,73,86,고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),전자공학부,전기공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(환경공학),양자시스템공학과,기계설계공학부(나노바이오기계시스템공학),기계설계공학부(기계설계공학),신소재공학부(전자재료공학),74.1
1182,1183,턉퀪푦,74,89,63,전기공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(환경공학),건축공학과,신소재공학부(정보소재공학),신소재공학부(전자재료공학),양자시스템공학과,컴퓨터인공지능학부,항공우주공학과,70.69999999999999
1183,1184,횛꺌룿,81,58,81,컴퓨터인공지능학부,산업정보시스템공학과,신소재공학부(전자재료공학),화학공학부,전기공학과,융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(토목공학),건축공학과,도시공학과,신소재공학부(금속시스템공학),81.0
1184,1185,츨꺻섖,60,43,70,전자공학부,기계시스템공학부,바이오메디컬공학부,항공우주공학과,기계설계공학부(기계설계공학),신소재공학부(정보소재공학),융합기술공학부(IT응용시스템공학),화학공학부,기계공학과,양자시스템공학과,63.0
1185,1186,삖꺼썸,74,47,100,전자공학부,유기소재섬유공학과,융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(자원.에너지공학),기계설계공학부(기계설계공학),항공우주공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(금속시스템공학),기계공학과,전기공학과,81.8
1186,1187,뷰훒륰,71,97,53,전자공학부,기계공학과,바이오메디컬공학부,유기소재섬유공학과,컴퓨터인공지능학부,화학공학부,양자시스템공학과,전기공학과,융합기술공학부(IT응용시스템공학),소프트웨어공학과,65.6
1187,1188,퇮뀟묱,64,84,63,전자공학부,토목/환경/자원.에너지공학부(환경공학),기계설계공학부(기계설계공학),컴퓨터인공지능학부,융합기술공학부(IT응용시스템공학),양자시스템공학과,건축공학과,전기공학과,산업정보시스템공학과,소프트웨어공학과,63.699999999999996
1188,1189,쉀틶쒱,81,68,71,소프트웨어공학과,컴퓨터인공지능학부,융합기술공학부(IT융합기전공학),기계설계공학부(기계설계공학),건축공학과,항공우주공학과,도시공학과,신소재공학부(정보소재공학),전자공학부,양자시스템공학과,78.0
1189,1190,볾꺇쭦,66,60,87,전자공학부,기계공학과,컴퓨터인공지능학부,융합기술공학부(IT융합기전공학),유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),도시공학과,신소재공학부(전자재료공학),항공우주공학과,토목/환경/자원.에너지공학부(자원.에너지공학),72.3
1190,1191,윃첳살,57,51,66,화학공학부,기계설계공학부(나노바이오기계시스템공학),기계시스템공학부,산업정보시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),바이오메디컬공학부,융합기술공학부(IT융합기전공학),기계설계공학부(기계설계공학),신소재공학부(금속시스템공학),기계공학과,59.7
1191,1192,꿐붍섴,82,69,62,전자공학부,전기공학과,항공우주공학과,건축공학과,도시공학과,기계공학과,융합기술공학부(IT응용시스템공학),양자시스템공학과,토목/환경/자원.에너지공학부(토목공학),유기소재섬유공학과,76.0
1192,1193,쐀쀛뛍,77,76,54,화학공학부,컴퓨터인공지능학부,도시공학과,기계설계공학부(기계설계공학),바이오메디컬공학부,신소재공학부(전자재료공학),신소재공학부(정보소재공학),기계시스템공학부,전자공학부,양자시스템공학과,70.1
1193,1194,붽뀯쐳,79,51,90,토목/환경/자원.에너지공학부(환경공학),고분자.나노공학과,신소재공학부(전자재료공학),기계설계공학부(기계설계공학),화학공학부,기계설계공학부(나노바이오기계시스템공학),전자공학부,양자시스템공학과,산업정보시스템공학과,융합기술공학부(IT융합기전공학),82.3
1194,1195,뵛즡쫍,70,56,68,바이오메디컬공학부,항공우주공학과,양자시스템공학과,토목/환경/자원.에너지공학부(환경공학),전기공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT융합기전공학),69.4
1195,1196,퉖남덟,83,83,76,기계공학과,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),전자공학부,토목/환경/자원.에너지공학부(환경공학),기계설계공학부(나노바이오기계시스템공학),도시공학과,신소재공학부(정보소재공학),전기공학과,신소재공학부(전자재료공학),80.89999999999999
1196,1197,벃쒦귙,79,91,100,컴퓨터인공지능학부,기계설계공학부(나노바이오기계시스템공학),산업정보시스템공학과,기계시스템공학부,항공우주공학과,융합기술공학부(IT응용시스템공학),양자시스템공학과,전기공학과,유기소재섬유공학과,바이오메디컬공학부,85.3
1197,1198,뙐뮫쨶,70,78,71,전기공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(토목공학),기계설계공학부(기계설계공학),기계시스템공학부,융합기술공학부(IT응용시스템공학),기계공학과,유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),70.3
1198,1199,꿺묤엢,78,58,49,전자공학부,양자시스템공학과,도시공학과,기계시스템공학부,기계설계공학부(나노바이오기계시스템공학),바이오메디컬공학부,기계공학과,신소재공학부(정보소재공학),융합기술공학부(IT응용시스템공학),신소재공학부(전자재료공학),69.3
1199,1200,잶붵쥍,80,41,48,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(정보소재공학),유기소재섬유공학과,전기공학과,컴퓨터인공지능학부,기계시스템공학부,소프트웨어공학과,신소재공학부(금속시스템공학),항공우주공학과,70.4
1200,1201,쥄뮼쵕,79,69,84,기계시스템공학부,항공우주공학과,건축공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),융합기술공학부(IT융합기전공학),융합기술공학부(IT응용시스템공학),기계설계공학부(기계설계공학),산업정보시스템공학과,화학공학부,80.5
1201,1202,좤듏긗,77,68,73,컴퓨터인공지능학부,도시공학과,건축공학과,전자공학부,토목/환경/자원.에너지공학부(환경공학),전기공학과,기계공학과,토목/환경/자원.에너지공학부(자원.에너지공학),기계시스템공학부,기계설계공학부(나노바이오기계시스템공학),75.8
1202,1203,옱좽밇,62,100,46,전자공학부,양자시스템공학과,융합기술공학부(IT융합기전공학),융합기술공학부(IT응용시스템공학),바이오메디컬공학부,토목/환경/자원.에너지공학부(토목공학),산업정보시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,전기공학과,57.199999999999996
1203,1204,묿뤑뛃,70,72,93,기계시스템공학부,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(토목공학),양자시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),소프트웨어공학과,신소재공학부(전자재료공학),전기공학과,융합기술공학부(IT융합기전공학),76.9
1204,1205,죒픣눅,98,80,46,전기공학과,토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,도시공학과,신소재공학부(금속시스템공학),전자공학부,고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),기계설계공학부(나노바이오기계시스템공학),건축공학과,82.39999999999999
1205,1206,갦턪꼄,78,52,81,기계공학과,전기공학과,도시공학과,양자시스템공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(금속시스템공학),유기소재섬유공학과,78.89999999999999
1206,1207,헕컪뵡,63,54,68,컴퓨터인공지능학부,고분자.나노공학과,소프트웨어공학과,신소재공학부(정보소재공학),양자시스템공학과,전자공학부,화학공학부,항공우주공학과,유기소재섬유공학과,기계설계공학부(기계설계공학),64.5
1207,1208,윉뛴톥,65,68,59,화학공학부,토목/환경/자원.에너지공학부(환경공학),도시공학과,고분자.나노공학과,기계설계공학부(기계설계공학),전기공학과,신소재공학부(전자재료공학),전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),기계설계공학부(나노바이오기계시스템공학),63.2
1208,1209,옸끦쵿,78,26,88,토목/환경/자원.에너지공학부(자원.에너지공학),기계시스템공학부,기계공학과,화학공학부,융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),유기소재섬유공학과,소프트웨어공학과,전자공학부,전기공학과,81.0
1209,1210,퍴긙쌳,49,57,42,기계설계공학부(나노바이오기계시스템공학),기계시스템공학부,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(토목공학),양자시스템공학과,화학공학부,바이오메디컬공학부,전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),46.9
1210,1211,룠쥒섔,60,50,76,컴퓨터인공지능학부,도시공학과,융합기술공학부(IT융합기전공학),전기공학과,건축공학과,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(환경공학),기계공학과,토목/환경/자원.에너지공학부(토목공학),화학공학부,64.8
1211,1212,꾷낒꿷,68,94,53,전자공학부,도시공학과,양자시스템공학과,화학공학부,고분자.나노공학과,기계설계공학부(기계설계공학),융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(환경공학),63.49999999999999
1212,1213,릝먶귬,71,73,67,전기공학과,신소재공학부(정보소재공학),전자공학부,고분자.나노공학과,도시공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT융합기전공학),기계공학과,기계설계공학부(나노바이오기계시스템공학),화학공학부,69.8
1213,1214,슕슔틖,72,47,64,토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,산업정보시스템공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(금속시스템공학),기계시스템공학부,전자공학부,소프트웨어공학과,기계설계공학부(기계설계공학),융합기술공학부(IT응용시스템공학),69.6
1214,1215,뮰뻄뙆,64,63,75,토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,신소재공학부(전자재료공학),항공우주공학과,고분자.나노공학과,기계시스템공학부,토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,기계공학과,융합기술공학부(IT응용시스템공학),67.3
1215,1216,뮣욠싒,69,83,89,기계시스템공학부,유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),토목/환경/자원.에너지공학부(환경공학),기계설계공학부(기계설계공학),항공우주공학과,75.0
1216,1217,틘펯톣,61,64,71,기계시스템공학부,토목/환경/자원.에너지공학부(환경공학),고분자.나노공학과,화학공학부,도시공학과,기계공학과,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(토목공학),기계설계공학부(기계설계공학),전자공학부,64.0
1217,1218,뾻짽곮,62,51,43,컴퓨터인공지능학부,고분자.나노공학과,기계시스템공학부,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),항공우주공학과,소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),산업정보시스템공학과,56.3
1218,1219,뿒삫뽀,62,72,50,기계시스템공학부,토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,기계설계공학부(나노바이오기계시스템공학),산업정보시스템공학과,전자공학부,유기소재섬유공학과,건축공학과,토목/환경/자원.에너지공학부(자원.에너지공학),전기공학과,58.4
1219,1220,첋챫쾊,65,45,80,토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),바이오메디컬공학부,신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),기계설계공학부(기계설계공학),기계설계공학부(나노바이오기계시스템공학),컴퓨터인공지능학부,신소재공학부(전자재료공학),기계시스템공학부,69.5
1220,1221,쐰샥찂,82,75,84,기계공학과,신소재공학부(전자재료공학),전기공학과,양자시스템공학과,도시공학과,유기소재섬유공학과,기계시스템공학부,바이오메디컬공학부,융합기술공학부(IT응용시스템공학),산업정보시스템공학과,82.6
